Season,Year,Month,Hour,Holiday,Weekday,Working Day,Weather ID,Temperature,Feeling Temperature,Humidity,Windspeed,Count
Spring,2011,1,18,0,1,1,1,0.24,0.2576,0.32,0.1045,157
Spring,2011,1,19,0,1,1,1,0.2,0.2576,0.47,0,110
Spring,2011,1,20,0,1,1,1,0.2,0.2273,0.47,0.1045,52
Spring,2011,1,21,0,1,1,1,0.18,0.197,0.64,0.1343,52
Spring,2011,1,22,0,1,1,1,0.14,0.1515,0.69,0.1343,20
Spring,2011,1,23,0,1,1,1,0.18,0.2121,0.55,0.1045,12
Spring,2011,1,0,0,2,1,1,0.16,0.1818,0.55,0.1045,5
Spring,2011,1,1,0,2,1,1,0.16,0.1818,0.59,0.1045,2
Spring,2011,1,2,0,2,1,1,0.14,0.1515,0.63,0.1343,1
Spring,2011,1,4,0,2,1,1,0.14,0.1818,0.63,0.0896,2
Spring,2011,1,5,0,2,1,1,0.12,0.1515,0.68,0.1045,4
Spring,2011,1,6,0,2,1,1,0.12,0.1515,0.74,0.1045,36
Spring,2011,1,7,0,2,1,1,0.12,0.1515,0.74,0.1343,94
Spring,2011,1,8,0,2,1,1,0.14,0.1515,0.69,0.1642,179
Spring,2011,1,9,0,2,1,1,0.16,0.1515,0.64,0.2239,100
Spring,2011,1,10,0,2,1,2,0.16,0.1364,0.69,0.3284,42
Spring,2011,1,11,0,2,1,1,0.22,0.2121,0.51,0.2985,57
Spring,2011,1,12,0,2,1,1,0.22,0.2273,0.51,0.1642,78
Spring,2011,1,13,0,2,1,1,0.24,0.2273,0.56,0.194,97
Spring,2011,1,14,0,2,1,1,0.26,0.2576,0.52,0.2239,63
Spring,2011,1,15,0,2,1,1,0.28,0.2727,0.52,0.2537,65
Spring,2011,1,16,0,2,1,1,0.3,0.2879,0.49,0.2537,83
Spring,2011,1,17,0,2,1,1,0.28,0.2727,0.48,0.2239,212
Spring,2011,1,18,0,2,1,1,0.26,0.2576,0.48,0.194,182
Spring,2011,1,19,0,2,1,1,0.24,0.2576,0.48,0.1045,112
Spring,2011,1,20,0,2,1,1,0.24,0.2576,0.48,0.1045,54
Spring,2011,1,21,0,2,1,1,0.22,0.2727,0.64,0,48
Spring,2011,1,22,0,2,1,1,0.22,0.2576,0.64,0.0896,35
Spring,2011,1,23,0,2,1,1,0.2,0.2273,0.69,0.0896,11
Spring,2011,1,0,0,3,1,1,0.2,0.2576,0.64,0,6
Spring,2011,1,1,0,3,1,1,0.16,0.197,0.74,0.0896,6
Spring,2011,1,2,0,3,1,1,0.16,0.197,0.74,0.0896,2
Spring,2011,1,4,0,3,1,1,0.24,0.2273,0.48,0.2239,2
Spring,2011,1,5,0,3,1,1,0.22,0.2273,0.47,0.1642,3
Spring,2011,1,6,0,3,1,1,0.2,0.197,0.47,0.2239,33
Spring,2011,1,7,0,3,1,1,0.18,0.1818,0.43,0.194,88
Spring,2011,1,8,0,3,1,1,0.2,0.1818,0.4,0.2985,195
Spring,2011,1,9,0,3,1,1,0.22,0.197,0.37,0.3284,115
Spring,2011,1,10,0,3,1,1,0.22,0.197,0.37,0.3284,57
Spring,2011,1,11,0,3,1,1,0.26,0.2273,0.33,0.3284,46
Spring,2011,1,12,0,3,1,1,0.26,0.2273,0.33,0.3284,79
Spring,2011,1,13,0,3,1,1,0.28,0.2576,0.3,0.2985,71
Spring,2011,1,14,0,3,1,1,0.3,0.2879,0.28,0.194,62
Spring,2011,1,15,0,3,1,1,0.3,0.2879,0.28,0.194,62
Spring,2011,1,16,0,3,1,1,0.3,0.3182,0.28,0.0896,89
Spring,2011,1,17,0,3,1,1,0.24,0.2273,0.38,0.194,190
Spring,2011,1,18,0,3,1,1,0.24,0.2424,0.38,0.1343,169
Spring,2011,1,19,0,3,1,1,0.24,0.2576,0.38,0.1045,132
Spring,2011,1,20,0,3,1,1,0.22,0.2273,0.47,0.1642,89
Spring,2011,1,21,0,3,1,1,0.2,0.197,0.51,0.194,43
Spring,2011,1,22,0,3,1,1,0.18,0.197,0.55,0.1343,42
Spring,2011,1,23,0,3,1,1,0.2,0.2576,0.47,0,19
Spring,2011,1,0,0,4,1,1,0.18,0.2424,0.55,0,11
Spring,2011,1,1,0,4,1,1,0.16,0.2273,0.64,0,4
Spring,2011,1,2,0,4,1,1,0.16,0.2273,0.64,0,2
Spring,2011,1,4,0,4,1,2,0.16,0.197,0.64,0.0896,1
Spring,2011,1,5,0,4,1,2,0.14,0.1818,0.69,0.0896,4
Spring,2011,1,6,0,4,1,2,0.14,0.1667,0.63,0.1045,36
Spring,2011,1,7,0,4,1,2,0.16,0.2273,0.59,0,95
Spring,2011,1,8,0,4,1,1,0.16,0.2273,0.59,0,219
Spring,2011,1,9,0,4,1,2,0.18,0.2424,0.51,0,122
Spring,2011,1,10,0,4,1,1,0.2,0.2576,0.47,0,45
Spring,2011,1,11,0,4,1,1,0.22,0.2576,0.44,0.0896,59
Spring,2011,1,12,0,4,1,1,0.26,0.2879,0.35,0,84
Spring,2011,1,13,0,4,1,1,0.26,0.2727,0.35,0.1045,67
Spring,2011,1,14,0,4,1,1,0.28,0.2727,0.36,0.1642,70
Spring,2011,1,15,0,4,1,1,0.28,0.2727,0.36,0,62
Spring,2011,1,16,0,4,1,1,0.26,0.2576,0.38,0.1642,86
Spring,2011,1,17,0,4,1,1,0.22,0.2273,0.51,0.1642,172
Spring,2011,1,18,0,4,1,1,0.22,0.2273,0.51,0.1343,163
Spring,2011,1,19,0,4,1,1,0.22,0.2576,0.55,0.0896,112
Spring,2011,1,20,0,4,1,1,0.2,0.2121,0.51,0.1642,69
Spring,2011,1,21,0,4,1,2,0.22,0.2121,0.55,0.2239,48
Spring,2011,1,22,0,4,1,2,0.22,0.2121,0.51,0.2836,52
Spring,2011,1,23,0,4,1,2,0.2,0.197,0.59,0.194,23
Spring,2011,1,0,0,5,1,2,0.2,0.197,0.64,0.194,17
Spring,2011,1,1,0,5,1,2,0.2,0.197,0.69,0.2239,7
Spring,2011,1,2,0,5,1,2,0.2,0.197,0.69,0.2239,1
Spring,2011,1,4,0,5,1,2,0.2,0.2121,0.69,0.1343,1
Spring,2011,1,5,0,5,1,3,0.22,0.2727,0.55,0,5
Spring,2011,1,6,0,5,1,2,0.2,0.2576,0.69,0,34
Spring,2011,1,7,0,5,1,1,0.2,0.2121,0.69,0.1343,84
Spring,2011,1,8,0,5,1,1,0.2,0.197,0.51,0.2537,210
Spring,2011,1,9,0,5,1,1,0.2,0.1818,0.47,0.2985,134
Spring,2011,1,10,0,5,1,1,0.22,0.197,0.37,0.3284,63
Spring,2011,1,11,0,5,1,2,0.2,0.197,0.4,0.2239,67
Spring,2011,1,12,0,5,1,2,0.2,0.197,0.37,0.2537,59
Spring,2011,1,13,0,5,1,2,0.2,0.1818,0.37,0.2836,73
Spring,2011,1,14,0,5,1,2,0.2,0.197,0.4,0.2537,50
Spring,2011,1,15,0,5,1,2,0.2,0.2121,0.37,0.1642,72
Spring,2011,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642,87
Spring,2011,1,17,0,5,1,2,0.2,0.2576,0.37,0,187
Spring,2011,1,18,0,5,1,1,0.2,0.2273,0.4,0.0896,123
Spring,2011,1,19,0,5,1,1,0.16,0.197,0.55,0.0896,95
Spring,2011,1,20,0,5,1,1,0.18,0.2121,0.47,0.1045,51
Spring,2011,1,21,0,5,1,1,0.18,0.197,0.47,0.1343,39
Spring,2011,1,22,0,5,1,2,0.18,0.197,0.43,0.1642,36
Spring,2011,1,23,0,5,1,2,0.18,0.197,0.51,0.1642,15
Spring,2011,1,0,0,6,0,2,0.18,0.197,0.51,0.1642,25
Spring,2011,1,1,0,6,0,2,0.18,0.2121,0.55,0.0896,16
Spring,2011,1,2,0,6,0,2,0.18,0.2424,0.55,0,16
Spring,2011,1,3,0,6,0,3,0.18,0.197,0.55,0.1642,7
Spring,2011,1,4,0,6,0,3,0.18,0.197,0.55,0.1642,1
Spring,2011,1,5,0,6,0,2,0.16,0.1667,0.74,0.1642,5
Spring,2011,1,6,0,6,0,2,0.16,0.1667,0.74,0.1642,2
Spring,2011,1,7,0,6,0,2,0.16,0.1818,0.74,0.1045,9
Spring,2011,1,8,0,6,0,3,0.16,0.1818,0.93,0.1045,15
Spring,2011,1,9,0,6,0,3,0.16,0.1818,0.93,0.1045,20
Spring,2011,1,10,0,6,0,2,0.18,0.197,0.8,0.1642,61
Spring,2011,1,11,0,6,0,2,0.2,0.1818,0.69,0.3881,62
Spring,2011,1,12,0,6,0,2,0.2,0.1818,0.59,0.3582,98
Spring,2011,1,13,0,6,0,1,0.2,0.1818,0.44,0.3284,102
Spring,2011,1,14,0,6,0,1,0.2,0.1667,0.32,0.4925,95
Spring,2011,1,15,0,6,0,1,0.2,0.1667,0.32,0.4478,74
Spring,2011,1,16,0,6,0,1,0.18,0.1364,0.29,0.4478,76
Spring,2011,1,17,0,6,0,1,0.16,0.1212,0.37,0.5522,69
Spring,2011,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985,55
Spring,2011,1,19,0,6,0,1,0.14,0.1212,0.36,0.2537,30
Spring,2011,1,20,0,6,0,1,0.12,0.1212,0.36,0.2537,28
Spring,2011,1,21,0,6,0,1,0.12,0.1061,0.39,0.3582,37
Spring,2011,1,22,0,6,0,1,0.12,0.1061,0.36,0.3881,34
Spring,2011,1,23,0,6,0,1,0.1,0.0606,0.39,0.4478,22
Spring,2011,1,0,0,0,0,1,0.1,0.0758,0.42,0.3881,25
Spring,2011,1,1,0,0,0,1,0.1,0.0606,0.42,0.4627,12
Spring,2011,1,2,0,0,0,1,0.1,0.0606,0.46,0.4627,11
Spring,2011,1,3,0,0,0,1,0.1,0.0758,0.46,0.4179,4
Spring,2011,1,4,0,0,0,1,0.08,0.0909,0.53,0.194,1
Spring,2011,1,5,0,0,0,1,0.08,0.0909,0.53,0.194,1
Spring,2011,1,6,0,0,0,1,0.1,0.0909,0.49,0.2836,1
Spring,2011,1,7,0,0,0,1,0.08,0.0909,0.53,0.194,6
Spring,2011,1,8,0,0,0,1,0.1,0.0909,0.49,0.2836,10
Spring,2011,1,9,0,0,0,1,0.12,0.0758,0.46,0.5224,19
Spring,2011,1,10,0,0,0,1,0.14,0.1061,0.43,0.3881,49
Spring,2011,1,11,0,0,0,1,0.16,0.1212,0.4,0.5224,49
Spring,2011,1,12,0,0,0,1,0.18,0.1364,0.37,0.4478,83
Spring,2011,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,75
Spring,2011,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,72
Spring,2011,1,15,0,0,0,1,0.22,0.197,0.35,0.3582,82
Spring,2011,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,92
Spring,2011,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,62
Spring,2011,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,48
Spring,2011,1,19,0,0,0,1,0.16,0.1364,0.43,0.3284,41
Spring,2011,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537,38
Spring,2011,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179,20
Spring,2011,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,15
Spring,2011,1,23,0,0,0,1,0.12,0.1364,0.5,0.194,6
Spring,2011,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,5
Spring,2011,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1
Spring,2011,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,3
Spring,2011,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239,1
Spring,2011,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,3
Spring,2011,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,3
Spring,2011,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,31
Spring,2011,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,77
Spring,2011,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,188
Spring,2011,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,94
Spring,2011,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,31
Spring,2011,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,30
Spring,2011,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,52
Spring,2011,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,54
Spring,2011,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,47
Spring,2011,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,45
Spring,2011,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,74
Spring,2011,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,178
Spring,2011,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,155
Spring,2011,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,95
Spring,2011,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,74
Spring,2011,1,21,0,1,1,1,0.14,0.1364,0.59,0.194,38
Spring,2011,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,24
Spring,2011,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,18
Spring,2011,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,12
Spring,2011,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,3
Spring,2011,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,3
Spring,2011,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,6
Spring,2011,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,27
Spring,2011,1,7,0,2,1,2,0.16,0.2273,0.55,0,99
Spring,2011,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,217
Spring,2011,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,130
Spring,2011,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,54
Spring,2011,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,35
Spring,2011,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,57
Spring,2011,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,52
Spring,2011,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,63
Spring,2011,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,47
Spring,2011,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,76
Spring,2011,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,136
Spring,2011,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,95
Spring,2011,1,19,0,2,1,3,0.16,0.2273,0.93,0,51
Spring,2011,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,32
Spring,2011,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,20
Spring,2011,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,29
Spring,2011,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,19
Spring,2011,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,7
Spring,2011,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,6
Spring,2011,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,1
Spring,2011,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,5
Spring,2011,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,16
Spring,2011,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,54
Spring,2011,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,128
Spring,2011,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,81
Spring,2011,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,39
Spring,2011,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,35
Spring,2011,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,55
Spring,2011,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,49
Spring,2011,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,44
Spring,2011,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,49
Spring,2011,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,68
Spring,2011,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,139
Spring,2011,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,137
Spring,2011,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,83
Spring,2011,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,56
Spring,2011,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,57
Spring,2011,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,33
Spring,2011,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,20
Spring,2011,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,7
Spring,2011,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,2
Spring,2011,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,2
Spring,2011,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,3
Spring,2011,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,4
Spring,2011,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,3
Spring,2011,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,28
Spring,2011,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,72
Spring,2011,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,202
Spring,2011,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,139
Spring,2011,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,38
Spring,2011,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,37
Spring,2011,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,52
Spring,2011,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,83
Spring,2011,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,42
Spring,2011,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,60
Spring,2011,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,78
Spring,2011,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,162
Spring,2011,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,144
Spring,2011,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,99
Spring,2011,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,64
Spring,2011,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,40
Spring,2011,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,30
Spring,2011,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,15
Spring,2011,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,14
Spring,2011,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,5
Spring,2011,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,1
Spring,2011,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,1
Spring,2011,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,8
Spring,2011,1,6,0,5,1,1,0.1,0.1818,0.54,0,17
Spring,2011,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,70
Spring,2011,1,8,0,5,1,1,0.12,0.1667,0.68,0,158
Spring,2011,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,117
Spring,2011,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,44
Spring,2011,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,53
Spring,2011,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,61
Spring,2011,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,77
Spring,2011,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,64
Spring,2011,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,68
Spring,2011,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,90
Spring,2011,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,159
Spring,2011,1,18,0,5,1,1,0.2,0.2576,0.47,0,139
Spring,2011,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,92
Spring,2011,1,20,0,5,1,1,0.18,0.2424,0.59,0,68
Spring,2011,1,21,0,5,1,1,0.16,0.2273,0.69,0,52
Spring,2011,1,22,0,5,1,2,0.16,0.2273,0.69,0,36
Spring,2011,1,23,0,5,1,2,0.18,0.2424,0.55,0,27
Spring,2011,1,0,0,6,0,1,0.18,0.2424,0.55,0,28
Spring,2011,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,20
Spring,2011,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,12
Spring,2011,1,3,0,6,0,2,0.16,0.2273,0.59,0,8
Spring,2011,1,4,0,6,0,2,0.16,0.2273,0.59,0,5
Spring,2011,1,5,0,6,0,1,0.16,0.2273,0.59,0,1
Spring,2011,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,3
Spring,2011,1,7,0,6,0,1,0.14,0.2121,0.63,0,10
Spring,2011,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,23
Spring,2011,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,33
Spring,2011,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,59
Spring,2011,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,72
Spring,2011,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,89
Spring,2011,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,101
Spring,2011,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,118
Spring,2011,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,129
Spring,2011,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,128
Spring,2011,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,83
Spring,2011,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,84
Spring,2011,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,74
Spring,2011,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,41
Spring,2011,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,57
Spring,2011,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,26
Spring,2011,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,44
Spring,2011,1,0,0,0,0,1,0.26,0.303,0.56,0,39
Spring,2011,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,23
Spring,2011,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,16
Spring,2011,1,3,0,0,0,1,0.22,0.2727,0.69,0,15
Spring,2011,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,1
Spring,2011,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,2
Spring,2011,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,1
Spring,2011,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,3
Spring,2011,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,18
Spring,2011,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,32
Spring,2011,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,79
Spring,2011,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,93
Spring,2011,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,104
