Season,Year,Month,Hour,Holiday,Weekday,Working Day,Weather ID,Temperature,Feeling Temperature,Humidity,Windspeed,Count
Warm-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,11
Warm-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,4
Warm-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,2
Cold-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,1
Cold-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,4
Cold-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,36
Cold-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,95
Warm-season,*,[7-13[,*,1,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,219
Warm-season,*,[7-13[,*,1,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,122
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,45
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,59
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,84
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,67
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,70
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,62
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,86
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,172
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,163
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,112
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,69
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,48
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,52
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,23
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,17
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,7
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,1
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,1
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,5
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,34
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,84
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,210
Warm-season,*,[1-7[,*,1,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,134
Warm-season,*,[1-7[,*,1,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,63
Cold-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,67
Cold-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,59
Cold-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,73
Cold-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,50
Warm-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,72
Warm-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,87
Cold-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,187
Cold-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,123
Cold-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,95
Cold-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,51
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,39
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,36
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,15
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,25
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,16
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,16
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,7
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,1
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,5
Warm-season,*,[1-7[,*,1,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,2
Warm-season,*,[1-7[,*,1,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,9
Cold-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,15
Cold-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,20
Cold-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,61
Cold-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,62
Warm-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,98
Warm-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,102
Warm-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,95
Cold-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,74
Cold-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,76
Cold-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,69
Cold-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,55
Cold-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,30
Cold-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,28
Cold-season,*,[7-13[,*,1,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,37
Cold-season,*,[7-13[,*,1,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,34
Cold-season,*,[7-13[,*,1,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,22
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,25
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,12
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,11
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,4
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,1
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,1
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,1
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,6
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,10
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,19
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,49
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,49
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,83
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,75
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,72
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,82
Cold-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,92
Cold-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,62
Warm-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,48
Warm-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,41
Cold-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,38
Cold-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,20
Cold-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,15
Cold-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,6
Cold-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,5
Warm-season,*,[7-13[,*,1,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,1
Warm-season,*,[7-13[,*,1,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,3
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,1
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,3
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,3
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,31
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,77
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,188
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,94
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,31
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,30
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,52
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,54
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,47
Warm-season,*,[1-7[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.8-1.2[,[0-0.4[,45
Warm-season,*,[1-7[,*,1,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,74
Warm-season,*,[1-7[,*,1,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,178
Cold-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,155
Cold-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,95
Cold-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,74
Cold-season,*,[7-13[,*,0,*,0,*,[0-0.4[,[0-0.4[,[0.4-0.8[,[0-0.4[,38
