Age,Workclass,Education,Maritalstatus,Occupation,Race,Sex,Nativecountry,Income
24,State-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,White,Male,United-States,36
38,Private,Some-college,Divorced,Craft-repair,White,Male,United-States,43
58,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,United-States,37
32,Private,HS-grad,Never-married,Other-service,White,Female,United-States,42
40,Private,Assoc-acdm,Married-civ-spouse,Tech-support,White,Male,United-States,60
41,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Female,United-States,35
42,Private,Bachelors,Married-civ-spouse,Adm-clerical,Black,Female,United-States,33
59,Local-gov,10th,Widowed,Other-service,Black,Female,United-States,37
19,Local-gov,Some-college,Never-married,Adm-clerical,White,Male,United-States,28
58,Private,Some-college,Never-married,Transport-moving,White,Male,United-States,57
42,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Asian-Pac-Islander,Male,Cambodia,34
20,Private,HS-grad,Never-married,Other-service,White,Female,United-States,30
32,Private,HS-grad,Separated,Other-service,White,Female,United-States,57
45,Private,Assoc-voc,Widowed,Exec-managerial,White,Female,United-States,58
50,Private,7th-8th,Divorced,Craft-repair,White,Male,United-States,67
36,Private,Bachelors,Divorced,Prof-specialty,White,Female,United-States,31
45,Private,HS-grad,Married-civ-spouse,Sales,White,Male,United-States,44
17,Private,11th,Never-married,Other-service,White,Male,United-States,55
59,Private,Some-college,Married-civ-spouse,Sales,White,Male,United-States,31
26,Private,11th,Married-civ-spouse,Craft-repair,White,Male,United-States,38
37,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,Thailand,69
64,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,United-States,30
33,Private,Bachelors,Never-married,Prof-specialty,White,Female,United-States,64
33,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Female,United-States,40
61,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,United-States,77
17,Private,9th,Never-married,Other-service,White,Male,United-States,56
50,Self-emp-not-inc,Masters,Married-civ-spouse,Farming-fishing,White,Male,United-States,26
27,Local-gov,Masters,Never-married,Prof-specialty,White,Male,United-States,62
30,Private,HS-grad,Divorced,Prof-specialty,White,Female,United-States,31
43,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Black,Male,United-States,49
44,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,United-States,41
35,Private,Some-college,Never-married,Exec-managerial,White,Female,United-States,32
25,Private,Some-college,Never-married,Tech-support,White,Female,United-States,53
24,Private,Some-college,Married-civ-spouse,Machine-op-inspct,White,Female,United-States,47
22,Private,Bachelors,Never-married,Prof-specialty,White,Female,Germany,41
42,Local-gov,Some-college,Married-civ-spouse,Craft-repair,White,Male,United-States,72
34,Private,Assoc-acdm,Divorced,Sales,Black,Female,United-States,30
60,Private,Bachelors,Divorced,Prof-specialty,White,Female,United-States,69
21,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,United-States,73
57,Federal-gov,Masters,Married-civ-spouse,Sales,White,Male,United-States,54
41,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,United-States,61
50,Private,Some-college,Divorced,Other-service,White,Male,United-States,61
25,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,58
50,Private,7th-8th,Married-civ-spouse,Craft-repair,White,Male,Ecuador,31
36,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,United-States,50
31,Private,HS-grad,Divorced,Prof-specialty,White,Female,United-States,51
29,Local-gov,Bachelors,Never-married,Protective-serv,White,Male,United-States,59
21,Private,Some-college,Never-married,Sales,White,Male,United-States,67
27,Private,Bachelors,Never-married,Tech-support,Black,Female,United-States,48
65,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,United-States,35
37,Self-emp-inc,Bachelors,Divorced,Sales,White,Female,United-States,72
24,Private,HS-grad,Never-married,Craft-repair,White,Male,United-States,44
38,Private,HS-grad,Divorced,Sales,White,Male,United-States,53
48,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,United-States,70
21,Private,Some-college,Never-married,Other-service,Asian-Pac-Islander,Female,United-States,39
31,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,United-States,72
55,Private,HS-grad,Married-civ-spouse,Sales,White,Male,United-States,48
24,Private,Some-college,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Female,Laos,77
43,Private,HS-grad,Divorced,Adm-clerical,White,Female,United-States,45
26,Private,Assoc-acdm,Never-married,Tech-support,White,Male,United-States,60
46,Private,Assoc-acdm,Never-married,Prof-specialty,White,Female,United-States,67
35,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,White,Male,United-States,68
41,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,White,Male,United-States,47
26,Private,Bachelors,Never-married,Sales,White,Male,United-States,43
34,Private,Masters,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,Taiwan,67
36,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Black,Female,United-States,27
22,Private,Some-college,Never-married,Sales,White,Male,United-States,54
24,Private,Some-college,Never-married,Machine-op-inspct,White,Male,United-States,29
77,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,White,Male,United-States,66
22,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,White,Female,Mexico,44
29,Private,Some-college,Never-married,Tech-support,White,Female,United-States,57
62,Private,HS-grad,Widowed,Other-service,White,Female,United-States,40
39,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,United-States,47
43,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,United-States,45
35,Private,HS-grad,Divorced,Transport-moving,White,Male,United-States,75
29,Private,11th,Never-married,Exec-managerial,White,Female,United-States,56
76,Self-emp-not-inc,Masters,Married-civ-spouse,Craft-repair,White,Male,United-States,71
63,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,White,Male,United-States,29
43,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Female,United-States,39
58,Self-emp-not-inc,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,64
66,Private,HS-grad,Never-married,Transport-moving,White,Male,United-States,73
41,Private,Some-college,Never-married,Craft-repair,Black,Male,United-States,55
26,Private,Bachelors,Never-married,Adm-clerical,White,Male,United-States,60
47,Private,Assoc-voc,Never-married,Other-service,White,Male,United-States,27
55,Local-gov,10th,Married-civ-spouse,Adm-clerical,White,Male,United-States,59
53,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,United-States,68
17,Private,5th-6th,Never-married,Other-service,White,Male,Mexico,43
30,Private,HS-grad,Never-married,Craft-repair,White,Male,United-States,62
49,Private,Masters,Never-married,Prof-specialty,White,Male,United-States,67
19,Private,HS-grad,Never-married,Sales,Black,Male,Haiti,76
45,Private,HS-grad,Married-civ-spouse,Other-service,Black,Male,United-States,56
26,Private,Assoc-acdm,Never-married,Sales,White,Male,United-States,31
38,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,United-States,38
36,State-gov,HS-grad,Married-civ-spouse,Protective-serv,White,Male,United-States,72
33,Private,HS-grad,Never-married,Farming-fishing,White,Male,United-States,48
22,State-gov,Some-college,Never-married,Protective-serv,Black,Female,United-States,66
43,Self-emp-not-inc,Bachelors,Never-married,Sales,White,Male,United-States,65
56,Private,Assoc-acdm,Married-spouse-absent,Other-service,White,Male,Iran,43
31,Private,Bachelors,Never-married,Prof-specialty,White,Male,United-States,65
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,28
26,Private,HS-grad,Married-civ-spouse,Other-service,White,Male,United-States,49
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,United-States,73
46,Local-gov,11th,Married-civ-spouse,Transport-moving,White,Male,United-States,72
38,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,United-States,59
65,Private,11th,Widowed,Other-service,Other,Male,United-States,44
40,Private,Assoc-voc,Married-civ-spouse,Tech-support,White,Male,United-States,70
42,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,United-States,65
26,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,White,Male,Portugal,53
36,Private,10th,Married-civ-spouse,Other-service,White,Female,United-States,44
62,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,United-States,64
43,Private,Bachelors,Married-civ-spouse,Transport-moving,White,Male,United-States,46
43,Private,Bachelors,Divorced,Exec-managerial,White,Male,United-States,37
22,Private,HS-grad,Married-spouse-absent,Sales,White,Male,United-States,46
28,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,51
56,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,White,Male,United-States,44
22,Private,Assoc-acdm,Never-married,Sales,White,Female,United-States,50
57,Private,Bachelors,Divorced,Exec-managerial,White,Female,United-States,69
39,Private,HS-grad,Divorced,Sales,White,Female,United-States,41
26,Federal-gov,Some-college,Never-married,Adm-clerical,White,Female,United-States,37
17,Private,11th,Never-married,Other-service,White,Male,United-States,53
40,State-gov,Assoc-voc,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,57
45,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Black,Male,United-States,50
44,Private,HS-grad,Never-married,Craft-repair,Black,Male,United-States,51
20,Local-gov,Some-college,Never-married,Adm-clerical,White,Female,United-States,37
33,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Female,United-States,48
23,Private,Some-college,Never-married,Sales,White,Male,United-States,62
46,Self-emp-not-inc,Masters,Divorced,Exec-managerial,White,Male,United-States,69
38,Private,HS-grad,Married-civ-spouse,Sales,White,Male,United-States,48
54,Private,HS-grad,Divorced,Transport-moving,White,Male,United-States,61
46,Private,5th-6th,Divorced,Craft-repair,White,Female,United-States,39
25,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,United-States,73
46,Private,Some-college,Divorced,Sales,White,Female,United-States,58
36,Local-gov,Some-college,Married-civ-spouse,Transport-moving,White,Female,United-States,29
23,Private,HS-grad,Never-married,Other-service,White,Female,United-States,69
29,Private,HS-grad,Separated,Machine-op-inspct,White,Male,United-States,42
44,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Female,United-States,62
19,Private,Some-college,Never-married,Adm-clerical,White,Female,United-States,45
19,Private,HS-grad,Never-married,Other-service,White,Female,United-States,44
35,Private,HS-grad,Married-civ-spouse,Other-service,White,Female,United-States,72
27,Private,Bachelors,Never-married,Craft-repair,White,Male,United-States,56
46,Self-emp-not-inc,Assoc-acdm,Separated,Craft-repair,White,Male,United-States,64
34,Private,HS-grad,Never-married,Other-service,White,Female,United-States,60
