Age,Workclass,Education,Marital status,Occupation,Race,Sex,Native country,Income
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
[60-80[,Federal-gov,Higher education,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
[60-80[,Federal-gov,Higher education,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
[60-80[,Federal-gov,Higher education,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
[60-80[,Federal-gov,Higher education,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
[40-60[,Federal-gov,Secondary education,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
[40-60[,Federal-gov,Secondary education,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
[40-60[,Federal-gov,Secondary education,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
[40-60[,Federal-gov,Secondary education,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-spouse-absent,Nontechnical,White,Female,United-States,<=50K
[40-60[,Federal-gov,Higher education,Married-spouse-absent,Nontechnical,White,Female,United-States,<=50K
[20-40[,Federal-gov,Higher education,Never-married,Nontechnical,Black,Male,United-States,<=50K
[20-40[,Federal-gov,Higher education,Never-married,Nontechnical,Black,Male,United-States,<=50K
[20-40[,Federal-gov,Higher education,Never-married,Nontechnical,Black,Male,United-States,<=50K
[20-40[,Federal-gov,Higher education,Never-married,Nontechnical,Black,Male,United-States,<=50K
[20-40[,Federal-gov,Higher education,Never-married,Nontechnical,White,Female,United-States,<=50K
[20-40[,Federal-gov,Higher education,Never-married,Nontechnical,White,Female,United-States,<=50K
[20-40[,Federal-gov,Higher education,Never-married,Nontechnical,White,Female,United-States,<=50K
[20-40[,Federal-gov,Higher education,Never-married,Nontechnical,White,Female,United-States,<=50K
[20-40[,Federal-gov,Higher education,Never-married,Nontechnical,White,Female,United-States,<=50K
[20-40[,Federal-gov,Higher education,Never-married,Nontechnical,White,Female,United-States,<=50K
[20-40[,Federal-gov,Higher education,Never-married,Nontechnical,White,Female,United-States,<=50K
[20-40[,Federal-gov,Higher education,Never-married,Nontechnical,White,Female,United-States,<=50K
[20-40[,Federal-gov,Higher education,Never-married,Nontechnical,White,Female,United-States,<=50K
[40-60[,Federal-gov,Higher education,Never-married,Nontechnical,White,Female,United-States,<=50K
[40-60[,Federal-gov,Higher education,Never-married,Nontechnical,White,Female,United-States,<=50K
[40-60[,Federal-gov,Higher education,Never-married,Nontechnical,White,Female,United-States,<=50K
[40-60[,Federal-gov,Higher education,Never-married,Nontechnical,White,Female,United-States,>50K
[40-60[,Federal-gov,Higher education,Never-married,Nontechnical,White,Female,United-States,>50K
[20-40[,Federal-gov,Higher education,Never-married,Nontechnical,White,Male,United-States,<=50K
[20-40[,Federal-gov,Higher education,Never-married,Nontechnical,White,Male,United-States,<=50K
[20-40[,Federal-gov,Higher education,Never-married,Nontechnical,White,Male,United-States,<=50K
[20-40[,Federal-gov,Higher education,Never-married,Nontechnical,White,Male,United-States,<=50K
[20-40[,Federal-gov,Higher education,Never-married,Nontechnical,White,Male,United-States,<=50K
[20-40[,Federal-gov,Higher education,Never-married,Nontechnical,White,Male,United-States,<=50K
[20-40[,Federal-gov,Higher education,Never-married,Nontechnical,White,Male,United-States,<=50K
[20-40[,Federal-gov,Higher education,Never-married,Nontechnical,White,Male,United-States,<=50K
[40-60[,Federal-gov,Higher education,Never-married,Nontechnical,White,Male,United-States,<=50K
[40-60[,Federal-gov,Higher education,Never-married,Nontechnical,White,Male,United-States,<=50K
[40-60[,Federal-gov,Higher education,Never-married,Nontechnical,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Never-married,Nontechnical,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Never-married,Nontechnical,White,Male,United-States,>50K
[20-40[,Federal-gov,Secondary education,Never-married,Nontechnical,Black,Female,United-States,<=50K
[20-40[,Federal-gov,Secondary education,Never-married,Nontechnical,Black,Female,United-States,<=50K
[20-40[,Federal-gov,Secondary education,Never-married,Nontechnical,White,Female,United-States,<=50K
[20-40[,Federal-gov,Secondary education,Never-married,Nontechnical,White,Female,United-States,<=50K
[20-40[,Federal-gov,Secondary education,Never-married,Nontechnical,White,Female,United-States,<=50K
[20-40[,Federal-gov,Secondary education,Never-married,Nontechnical,White,Female,United-States,<=50K
[40-60[,Federal-gov,Secondary education,Widowed,Nontechnical,White,Female,United-States,<=50K
[40-60[,Federal-gov,Secondary education,Widowed,Nontechnical,White,Female,United-States,<=50K
[60-80[,Federal-gov,Secondary education,Widowed,Nontechnical,White,Female,United-States,<=50K
[60-80[,Federal-gov,Secondary education,Widowed,Nontechnical,White,Female,United-States,<=50K
[20-40[,Federal-gov,Higher education,Divorced,Other,Black,Female,United-States,<=50K
[20-40[,Federal-gov,Higher education,Divorced,Other,Black,Female,United-States,<=50K
[40-60[,Federal-gov,Higher education,Divorced,Other,Black,Female,United-States,<=50K
[40-60[,Federal-gov,Higher education,Divorced,Other,Black,Female,United-States,<=50K
[40-60[,Federal-gov,Higher education,Divorced,Other,Black,Female,United-States,<=50K
[40-60[,Federal-gov,Higher education,Divorced,Other,Black,Female,United-States,<=50K
[40-60[,Federal-gov,Higher education,Divorced,Other,Black,Female,United-States,<=50K
[40-60[,Federal-gov,Higher education,Divorced,Other,Black,Female,United-States,<=50K
[60-80[,Federal-gov,Higher education,Divorced,Other,Black,Female,United-States,<=50K
[60-80[,Federal-gov,Higher education,Divorced,Other,Black,Female,United-States,<=50K
[20-40[,Federal-gov,Higher education,Divorced,Other,White,Female,United-States,<=50K
[20-40[,Federal-gov,Higher education,Divorced,Other,White,Female,United-States,<=50K
[20-40[,Federal-gov,Higher education,Divorced,Other,White,Female,United-States,<=50K
[20-40[,Federal-gov,Higher education,Divorced,Other,White,Female,United-States,<=50K
[40-60[,Federal-gov,Higher education,Divorced,Other,White,Female,United-States,<=50K
[40-60[,Federal-gov,Higher education,Divorced,Other,White,Female,United-States,<=50K
[40-60[,Federal-gov,Higher education,Divorced,Other,White,Female,United-States,<=50K
[40-60[,Federal-gov,Higher education,Divorced,Other,White,Female,United-States,<=50K
[40-60[,Federal-gov,Higher education,Divorced,Other,White,Female,United-States,<=50K
[40-60[,Federal-gov,Higher education,Divorced,Other,White,Female,United-States,<=50K
[40-60[,Federal-gov,Higher education,Divorced,Other,White,Female,United-States,<=50K
[40-60[,Federal-gov,Higher education,Divorced,Other,White,Female,United-States,<=50K
[40-60[,Federal-gov,Higher education,Divorced,Other,White,Female,United-States,<=50K
[40-60[,Federal-gov,Higher education,Divorced,Other,White,Female,United-States,<=50K
[40-60[,Federal-gov,Higher education,Divorced,Other,White,Female,United-States,<=50K
[20-40[,Federal-gov,Higher education,Divorced,Other,White,Male,United-States,<=50K
[20-40[,Federal-gov,Higher education,Divorced,Other,White,Male,United-States,<=50K
[20-40[,Federal-gov,Higher education,Divorced,Other,White,Male,United-States,<=50K
[20-40[,Federal-gov,Higher education,Divorced,Other,White,Male,United-States,<=50K
[40-60[,Federal-gov,Higher education,Divorced,Other,White,Male,United-States,<=50K
[40-60[,Federal-gov,Higher education,Divorced,Other,White,Male,United-States,<=50K
[40-60[,Federal-gov,Higher education,Divorced,Other,White,Male,United-States,<=50K
[40-60[,Federal-gov,Higher education,Divorced,Other,White,Male,United-States,<=50K
[40-60[,Federal-gov,Higher education,Divorced,Other,White,Male,United-States,<=50K
[40-60[,Federal-gov,Higher education,Divorced,Other,White,Male,United-States,<=50K
[40-60[,Federal-gov,Higher education,Divorced,Other,White,Male,United-States,<=50K
[40-60[,Federal-gov,Higher education,Divorced,Other,White,Male,United-States,<=50K
[40-60[,Federal-gov,Higher education,Divorced,Other,White,Male,United-States,<=50K
[40-60[,Federal-gov,Higher education,Divorced,Other,White,Male,United-States,<=50K
[20-40[,Federal-gov,Higher education,Divorced,Other,White,Male,United-States,>50K
[20-40[,Federal-gov,Higher education,Divorced,Other,White,Male,United-States,>50K
[20-40[,Federal-gov,Higher education,Divorced,Other,White,Male,United-States,>50K
[40-60[,Federal-gov,Secondary education,Divorced,Other,Black,Female,United-States,<=50K
[40-60[,Federal-gov,Secondary education,Divorced,Other,Black,Female,United-States,<=50K
[40-60[,Federal-gov,Secondary education,Divorced,Other,Black,Female,United-States,<=50K
[40-60[,Federal-gov,Secondary education,Divorced,Other,Black,Female,United-States,<=50K
[40-60[,Federal-gov,Secondary education,Divorced,Other,Black,Female,United-States,<=50K
[40-60[,Federal-gov,Secondary education,Divorced,Other,Black,Female,United-States,<=50K
[20-40[,Federal-gov,Secondary education,Divorced,Other,White,Female,United-States,<=50K
[20-40[,Federal-gov,Secondary education,Divorced,Other,White,Female,United-States,<=50K
[20-40[,Federal-gov,Secondary education,Divorced,Other,White,Female,United-States,<=50K
[20-40[,Federal-gov,Secondary education,Divorced,Other,White,Female,United-States,<=50K
[20-40[,Federal-gov,Secondary education,Divorced,Other,White,Female,United-States,<=50K
[20-40[,Federal-gov,Secondary education,Divorced,Other,White,Female,United-States,<=50K
[40-60[,Federal-gov,Secondary education,Divorced,Other,White,Female,United-States,<=50K
[40-60[,Federal-gov,Secondary education,Divorced,Other,White,Female,United-States,<=50K
[40-60[,Federal-gov,Secondary education,Divorced,Other,White,Female,United-States,<=50K
[40-60[,Federal-gov,Secondary education,Divorced,Other,White,Female,United-States,<=50K
[40-60[,Federal-gov,Secondary education,Divorced,Other,White,Female,United-States,<=50K
[40-60[,Federal-gov,Secondary education,Divorced,Other,White,Female,United-States,<=50K
[40-60[,Federal-gov,Secondary education,Divorced,Other,White,Female,United-States,<=50K
[40-60[,Federal-gov,Secondary education,Divorced,Other,White,Female,United-States,<=50K
[40-60[,Federal-gov,Secondary education,Divorced,Other,White,Female,United-States,<=50K
[40-60[,Federal-gov,Secondary education,Divorced,Other,White,Female,United-States,<=50K
[40-60[,Federal-gov,Secondary education,Divorced,Other,White,Female,United-States,<=50K
[40-60[,Federal-gov,Secondary education,Divorced,Other,White,Female,United-States,<=50K
[40-60[,Federal-gov,Secondary education,Divorced,Other,White,Male,United-States,<=50K
[40-60[,Federal-gov,Secondary education,Divorced,Other,White,Male,United-States,<=50K
[40-60[,Federal-gov,Secondary education,Divorced,Other,White,Male,United-States,<=50K
[40-60[,Federal-gov,Secondary education,Divorced,Other,White,Male,United-States,<=50K
[20-40[,Federal-gov,Higher education,Married-civ-spouse,Other,Black,Male,United-States,<=50K
[20-40[,Federal-gov,Higher education,Married-civ-spouse,Other,Black,Male,United-States,<=50K
[20-40[,Federal-gov,Higher education,Married-civ-spouse,Other,Black,Male,United-States,<=50K
[20-40[,Federal-gov,Higher education,Married-civ-spouse,Other,Black,Male,United-States,<=50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,Black,Male,United-States,<=50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,Black,Male,United-States,<=50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,Black,Male,United-States,<=50K
[20-40[,Federal-gov,Higher education,Married-civ-spouse,Other,Black,Male,United-States,>50K
[20-40[,Federal-gov,Higher education,Married-civ-spouse,Other,Black,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,Black,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,Black,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,Black,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,Black,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,Black,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Female,United-States,<=50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Female,United-States,<=50K
[20-40[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Female,United-States,>50K
[20-40[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Female,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Female,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Female,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Female,United-States,>50K
[20-40[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,<=50K
[20-40[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,<=50K
[20-40[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,<=50K
[20-40[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,<=50K
[20-40[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,<=50K
[20-40[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,<=50K
[20-40[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,<=50K
[20-40[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,<=50K
[20-40[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,<=50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,<=50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,<=50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,<=50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,<=50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,<=50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,<=50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,<=50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,<=50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,<=50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,<=50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,<=50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,<=50K
[20-40[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[20-40[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[20-40[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[20-40[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[20-40[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[20-40[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[20-40[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[20-40[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[20-40[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[20-40[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[20-40[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[20-40[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[20-40[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[20-40[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[20-40[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[40-60[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[60-80[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[60-80[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[60-80[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
[60-80[,Federal-gov,Higher education,Married-civ-spouse,Other,White,Male,United-States,>50K
